frame,source_track,target_track,ttc_std,ttc_mod,pair_risk_mod,pair_risk_std
4,10,6,10.0,8.770421028137207,0.05082060457588219,0.035673993347252395
4,10,5,10.0,8.64852523803711,0.052768032929765625,0.035673993347252395
5,2,3,2.286526918411255,1.77311110496521,0.6061868789292614,0.51340259346738
5,2,4,10.0,4.858762264251709,0.23296892327230145,0.035673993347252395
5,2,5,10.0,8.844694137573242,0.05693780363033605,0.035673993347252395
5,2,6,10.0,8.632972717285156,0.06255348776467792,0.035673993347252395
5,2,7,2.4500045776367188,2.041747808456421,0.5356040389185897,0.4626294437299847
5,3,2,2.286526918411255,1.77311110496521,0.6061868789292614,0.51340259346738
5,3,7,10.0,2.0,0.9617640758943564,0.8270660212849292
5,4,2,10.0,4.858762264251709,0.23296892327230145,0.035673993347252395
5,5,2,10.0,8.844694137573242,0.05693780363033605,0.035673993347252395
5,5,10,10.0,8.825549125671387,0.04778994740973874,0.035673993347252395
5,6,2,10.0,8.632972717285156,0.06255348776467792,0.035673993347252395
5,6,10,10.0,8.938360214233398,0.0462634061537347,0.035673993347252395
5,7,2,2.4500045776367188,2.041747808456421,0.5356040389185897,0.4626294437299847
5,7,3,10.0,2.0,0.9617640758943564,0.8270660212849292
5,10,5,10.0,8.825549125671387,0.04778994740973874,0.035673993347252395
5,10,6,10.0,8.938360214233398,0.0462634061537347,0.035673993347252395
6,1,7,10.0,4.51060152053833,0.035673993347252395,0.035673993347252395
6,2,3,2.247462272644043,1.7318181991577148,0.6061868789292614,0.51340259346738
6,2,4,10.0,4.750321865081787,0.23296892327230145,0.035673993347252395
6,2,5,10.0,8.781004905700684,0.05693780363033605,0.035673993347252395
6,2,6,10.0,8.555953979492188,0.06255348776467792,0.035673993347252395
6,2,7,2.3904106616973877,1.9744489192962646,0.5356040389185897,0.4626294437299847
6,3,2,2.247462272644043,1.7318181991577148,0.6061868789292614,0.51340259346738
6,3,7,10.0,2.0,0.9617640758943564,0.8270660212849292
6,4,2,10.0,4.750321865081787,0.23296892327230145,0.035673993347252395
6,5,2,10.0,8.781004905700684,0.05693780363033605,0.035673993347252395
6,6,2,10.0,8.555953979492188,0.06255348776467792,0.035673993347252395
6,7,1,10.0,4.51060152053833,0.035673993347252395,0.035673993347252395
6,7,2,2.3904106616973877,1.9744489192962646,0.5356040389185897,0.4626294437299847
6,7,3,10.0,2.0,0.9617640758943564,0.8270660212849292
7,2,3,2.218421459197998,1.702001929283142,0.6061868789292614,0.51340259346738
7,2,4,10.0,4.657766342163086,0.23305414353489015,0.035673993347252395
7,2,5,10.0,8.72631549835205,0.05693780363033605,0.035673993347252395
7,2,6,10.0,8.489090919494629,0.06255348776467792,0.035673993347252395
7,2,7,2.3461525440216064,1.9228544235229492,0.5356040389185897,0.4626294437299847
7,3,2,2.218421459197998,1.702001929283142,0.6061868789292614,0.51340259346738
7,3,7,1.6697673797607422,0.33395346999168396,0.9617640758943564,0.8270660212849292
7,4,2,10.0,4.657766342163086,0.23305414353489015,0.035673993347252395
7,5,2,10.0,8.72631549835205,0.05693780363033605,0.035673993347252395
7,5,10,10.0,9.122819900512695,0.04295877503539569,0.035673993347252395
7,6,2,10.0,8.489090919494629,0.06255348776467792,0.035673993347252395
7,6,10,10.0,9.22021198272705,0.04181196958437349,0.035673993347252395
7,7,2,2.3461525440216064,1.9228544235229492,0.5356040389185897,0.4626294437299847
7,7,3,1.6697673797607422,0.33395346999168396,0.9617640758943564,0.8270660212849292
7,10,5,10.0,9.122819900512695,0.04295877503539569,0.035673993347252395
7,10,6,10.0,9.22021198272705,0.04181196958437349,0.035673993347252395
8,2,3,2.1955442428588867,1.679640531539917,0.6061868789292614,0.51340259346738
8,2,4,10.0,4.580628395080566,0.23345032094668533,0.035673993347252395
8,2,5,10.0,8.681447982788086,0.05693780363033605,0.035673993347252395
8,2,6,10.0,8.43333911895752,0.06255348776467792,0.035673993347252395
8,2,7,2.3183958530426025,1.8876912593841553,0.5356040389185897,0.4626294437299847
8,3,2,2.1955442428588867,1.679640531539917,0.6061868789292614,0.51340259346738
8,3,7,0.7295532822608948,0.14591065049171448,0.9617640758943564,0.8270660212849292
8,4,2,10.0,4.580628395080566,0.23345032094668533,0.035673993347252395
8,5,2,10.0,8.681447982788086,0.05693780363033605,0.035673993347252395
8,5,10,10.0,9.442543029785156,0.03836045375123997,0.035673993347252395
8,6,2,10.0,8.43333911895752,0.06255348776467792,0.035673993347252395
8,6,10,10.0,9.523717880249023,0.037881976812481614,0.035673993347252395
8,7,2,2.3183958530426025,1.8876912593841553,0.5356040389185897,0.4626294437299847
8,7,3,0.7295532822608948,0.14591065049171448,0.9617640758943564,0.8270660212849292
8,10,5,10.0,9.442543029785156,0.03836045375123997,0.035673993347252395
8,10,6,10.0,9.523717880249023,0.037881976812481614,0.035673993347252395
9,2,5,10.0,8.646672248840332,0.05693780363033605,0.035673993347252395
9,2,16,10.0,8.987582206726074,0.050834015356161694,0.035673993347252395
9,2,4,10.0,4.518077850341797,0.23426651642591936,0.035673993347252395
9,2,6,10.0,8.3891019821167,0.06255348776467792,0.035673993347252395
9,2,3,2.175093412399292,1.6608859300613403,0.6061868789292614,0.51340259346738
9,2,7,2.3124866485595703,1.8730803728103638,0.06858495413079436,0.035673993347252395
9,3,2,2.175093412399292,1.6608859300613403,0.6061868789292614,0.51340259346738
9,3,7,0.5787836909294128,0.11695830523967743,0.9617212617852889,0.8270660212849292
9,4,16,10.0,7.946164131164551,0.0733176446509339,0.035673993347252395
9,4,2,10.0,4.518077850341797,0.23426651642591936,0.035673993347252395
9,5,16,10.0,9.656073570251465,0.040005478417871373,0.035673993347252395
9,5,2,10.0,8.646672248840332,0.05693780363033605,0.035673993347252395
9,6,16,10.0,9.946682929992676,0.03630591513129516,0.035673993347252395
9,6,2,10.0,8.3891019821167,0.06255348776467792,0.035673993347252395
9,7,2,2.3124866485595703,1.8730803728103638,0.06858495413079436,0.035673993347252395
9,7,3,0.5787836909294128,0.11695830523967743,0.9617212617852889,0.8270660212849292
9,11,16,10.0,9.9900484085083,0.09172947111530531,0.035673993347252395
9,16,5,10.0,9.656073570251465,0.040005478417871373,0.035673993347252395
9,16,11,10.0,9.9900484085083,0.09172947111530531,0.035673993347252395
9,16,4,10.0,7.946164131164551,0.0733176446509339,0.035673993347252395
9,16,6,10.0,9.946682929992676,0.03630591513129516,0.035673993347252395
9,16,2,10.0,8.987582206726074,0.050834015356161694,0.035673993347252395
10,2,5,10.0,8.621735572814941,0.05693780363033605,0.035673993347252395
10,2,16,10.0,8.965567588806152,0.050834015356161694,0.035673993347252395
10,2,4,10.0,4.468987941741943,0.23565031757109706,0.035673993347252395
10,2,6,10.0,8.356115341186523,0.06255348776467792,0.035673993347252395
10,2,3,2.1546804904937744,1.6430339813232422,0.6061868789292614,0.51340259346738
10,2,7,10.0,8.068717002868652,0.06858495413079436,0.035673993347252395
10,3,2,2.1546804904937744,1.6430339813232422,0.6061868789292614,0.51340259346738
10,3,7,0.5696122646331787,0.11709185689687729,0.9472302804076549,0.7720907655519541
10,4,16,10.0,7.922790050506592,0.0733176446509339,0.035673993347252395
10,4,2,10.0,4.468987941741943,0.23565031757109706,0.035673993347252395
10,5,16,10.0,9.656216621398926,0.0399699236615671,0.035673993347252395
10,5,2,10.0,8.621735572814941,0.05693780363033605,0.035673993347252395
10,6,16,10.0,9.9473237991333,0.03629981027597233,0.035673993347252395
10,6,2,10.0,8.356115341186523,0.06255348776467792,0.035673993347252395
10,7,2,10.0,8.068717002868652,0.06858495413079436,0.035673993347252395
10,7,3,0.5696122646331787,0.11709185689687729,0.9472302804076549,0.7720907655519541
10,11,16,10.0,9.910638809204102,0.09172947111530531,0.035673993347252395
10,16,5,10.0,9.656216621398926,0.0399699236615671,0.035673993347252395
10,16,11,10.0,9.910638809204102,0.09172947111530531,0.035673993347252395
10,16,4,10.0,7.922790050506592,0.0733176446509339,0.035673993347252395
10,16,6,10.0,9.9473237991333,0.03629981027597233,0.035673993347252395
10,16,2,10.0,8.965567588806152,0.050834015356161694,0.035673993347252395
11,2,5,10.0,8.60591983795166,0.05693780363033605,0.035673993347252395
11,2,16,10.0,8.950353622436523,0.050834015356161694,0.035673993347252395
11,2,4,10.0,4.431986331939697,0.23774718012412555,0.035673993347252395
11,2,6,10.0,8.333599090576172,0.06255348776467792,0.035673993347252395
11,2,3,2.1321005821228027,1.6236655712127686,0.6061868789292614,0.51340259346738
11,2,7,10.0,8.048625946044922,0.06858495413079436,0.035673993347252395
11,3,2,2.1321005821228027,1.6236655712127686,0.6061868789292614,0.51340259346738
11,3,7,0.7759594917297363,0.16263914108276367,0.48978660173552485,0.035673993347252395
11,4,16,10.0,7.903536319732666,0.0733176446509339,0.035673993347252395
11,4,2,10.0,4.431986331939697,0.23774718012412555,0.035673993347252395
11,5,16,10.0,9.658884048461914,0.0398863795668315,0.035673993347252395
11,5,2,10.0,8.60591983795166,0.05693780363033605,0.035673993347252395
11,6,16,10.0,9.94782829284668,0.036286461646391606,0.035673993347252395
11,6,2,10.0,8.333599090576172,0.06255348776467792,0.035673993347252395
11,7,2,10.0,8.048625946044922,0.06858495413079436,0.035673993347252395
11,7,3,0.7759594917297363,0.16263914108276367,0.48978660173552485,0.035673993347252395
11,11,16,10.0,9.68403434753418,0.09172947111530531,0.035673993347252395
11,16,5,10.0,9.658884048461914,0.0398863795668315,0.035673993347252395
11,16,11,10.0,9.68403434753418,0.09172947111530531,0.035673993347252395
11,16,4,10.0,7.903536319732666,0.0733176446509339,0.035673993347252395
11,16,6,10.0,9.94782829284668,0.036286461646391606,0.035673993347252395
11,16,2,10.0,8.950353622436523,0.050834015356161694,0.035673993347252395
12,2,5,10.0,8.598246574401855,0.05693780363033605,0.035673993347252395
12,2,16,10.0,8.941458702087402,0.050834015356161694,0.035673993347252395
12,2,4,10.0,4.405517578125,0.24070556231434015,0.035673993347252395
12,2,6,10.0,8.32045841217041,0.06255348776467792,0.035673993347252395
12,2,3,2.1064329147338867,1.6015621423721313,0.6061868789292614,0.51340259346738
12,2,7,10.0,8.039046287536621,0.0685817492279245,0.035673993347252395
12,3,2,2.1064329147338867,1.6015621423721313,0.6061868789292614,0.51340259346738
12,3,7,10.0,2.1413564682006836,0.4815824803687849,0.035673993347252395
12,4,16,10.0,7.888078212738037,0.0733176446509339,0.035673993347252395
12,4,2,10.0,4.405517578125,0.24070556231434015,0.035673993347252395
12,5,16,10.0,9.6651611328125,0.03977949504850369,0.035673993347252395
12,5,2,10.0,8.598246574401855,0.05693780363033605,0.035673993347252395
12,6,16,10.0,9.948931694030762,0.03627732695320337,0.035673993347252395
12,6,2,10.0,8.32045841217041,0.06255348776467792,0.035673993347252395
12,7,2,10.0,8.039046287536621,0.0685817492279245,0.035673993347252395
12,7,3,10.0,2.1413564682006836,0.4815824803687849,0.035673993347252395
12,16,5,10.0,9.6651611328125,0.03977949504850369,0.035673993347252395
12,16,2,10.0,8.941458702087402,0.050834015356161694,0.035673993347252395
12,16,4,10.0,7.888078212738037,0.0733176446509339,0.035673993347252395
12,16,6,10.0,9.948931694030762,0.03627732695320337,0.035673993347252395
13,2,5,10.0,8.597387313842773,0.05685071860143724,0.035673993347252395
13,2,16,10.0,8.937568664550781,0.05083256100412112,0.035673993347252395
13,2,4,10.0,4.3878655433654785,0.2446764299743037,0.035673993347252395
13,2,6,10.0,8.315199851989746,0.06253131967531429,0.035673993347252395
13,2,3,2.0787546634674072,1.5772569179534912,0.6061868789292614,0.51340259346738
13,2,7,10.0,8.039186477661133,0.06838007676308064,0.035673993347252395
13,3,2,2.0787546634674072,1.5772569179534912,0.6061868789292614,0.51340259346738
13,3,7,10.0,2.192033290863037,0.4725356270566508,0.035673993347252395
13,4,16,10.0,7.8754963874816895,0.0733176446509339,0.035673993347252395
13,4,2,10.0,4.3878655433654785,0.2446764299743037,0.035673993347252395
13,5,16,10.0,9.673211097717285,0.039650391498459434,0.035673993347252395
13,5,2,10.0,8.597387313842773,0.05685071860143724,0.035673993347252395
13,6,16,10.0,9.949687004089355,0.03627169965088863,0.035673993347252395
13,6,2,10.0,8.315199851989746,0.06253131967531429,0.035673993347252395
13,7,2,10.0,8.039186477661133,0.06838007676308064,0.035673993347252395
13,7,3,10.0,2.192033290863037,0.4725356270566508,0.035673993347252395
13,11,16,10.0,9.264973640441895,0.09172947111530531,0.035673993347252395
13,16,5,10.0,9.673211097717285,0.039650391498459434,0.035673993347252395
13,16,11,10.0,9.264973640441895,0.09172947111530531,0.035673993347252395
13,16,4,10.0,7.8754963874816895,0.0733176446509339,0.035673993347252395
13,16,6,10.0,9.949687004089355,0.03627169965088863,0.035673993347252395
13,16,2,10.0,8.937568664550781,0.05083256100412112,0.035673993347252395
14,2,5,10.0,8.60197925567627,0.056686984345849255,0.035673993347252395
14,2,16,10.0,8.937654495239258,0.050700066649892774,0.035673993347252395
14,2,4,10.0,4.377310276031494,0.24979821945865016,0.035673993347252395
14,2,6,10.0,8.316263198852539,0.062410577116514855,0.035673993347252395
14,2,3,2.050290107727051,1.5516749620437622,0.6061868789292614,0.51340259346738
14,2,7,10.0,8.04802131652832,0.06800656450231438,0.035673993347252395
14,3,2,2.050290107727051,1.5516749620437622,0.6061868789292614,0.51340259346738
14,3,7,10.0,2.2489264011383057,0.46240632498739054,0.035673993347252395
14,4,16,10.0,7.865110397338867,0.0733176446509339,0.035673993347252395
14,4,2,10.0,4.377310276031494,0.24979821945865016,0.035673993347252395
14,4,7,10.0,7.880892276763916,0.07213268683266164,0.035673993347252395
14,5,16,10.0,9.682963371276855,0.03934226743132776,0.035673993347252395
14,5,2,10.0,8.60197925567627,0.056686984345849255,0.035673993347252395
14,6,16,10.0,9.950160026550293,0.03627169965088863,0.035673993347252395
14,6,2,10.0,8.316263198852539,0.062410577116514855,0.035673993347252395
14,7,4,10.0,7.880892276763916,0.07213268683266164,0.035673993347252395
14,7,2,10.0,8.04802131652832,0.06800656450231438,0.035673993347252395
14,7,3,10.0,2.2489264011383057,0.46240632498739054,0.035673993347252395
14,11,16,10.0,8.737709045410156,0.09172947111530531,0.035673993347252395
14,16,5,10.0,9.682963371276855,0.03934226743132776,0.035673993347252395
14,16,11,10.0,8.737709045410156,0.09172947111530531,0.035673993347252395
14,16,4,10.0,7.865110397338867,0.0733176446509339,0.035673993347252395
14,16,6,10.0,9.950160026550293,0.03627169965088863,0.035673993347252395
14,16,2,10.0,8.937654495239258,0.050700066649892774,0.035673993347252395
15,2,5,10.0,8.610631942749023,0.05647206813371873,0.035673993347252395
15,2,3,2.024595260620117,1.5278247594833374,0.6061868789292614,0.51340259346738
15,2,7,10.0,8.064453125,0.06748825238949312,0.035673993347252395
15,2,4,10.0,4.372135162353516,0.25620717576023555,0.035673993347252395
15,2,6,10.0,8.322061538696289,0.06307198429549142,0.035673993347252395
15,3,2,2.024595260620117,1.5278247594833374,0.6061868789292614,0.51340259346738
15,3,7,10.0,2.313933849334717,0.45085812529158975,0.035673993347252395
15,4,2,10.0,4.372135162353516,0.25620717576023555,0.035673993347252395
15,4,7,10.0,7.887743949890137,0.07186511691129263,0.035673993347252395
15,5,2,10.0,8.610631942749023,0.05647206813371873,0.035673993347252395
15,6,2,10.0,8.322061538696289,0.06307198429549142,0.035673993347252395
15,7,3,10.0,2.313933849334717,0.45085812529158975,0.035673993347252395
15,7,2,10.0,8.064453125,0.06748825238949312,0.035673993347252395
15,7,4,10.0,7.887743949890137,0.07186511691129263,0.035673993347252395
16,2,16,10.0,8.945484161376953,0.05167261312541586,0.035673993347252395
16,2,5,10.0,8.622027397155762,0.05708796011343577,0.035673993347252395
16,2,3,2.005591869354248,1.509210228919983,0.6061868789292614,0.51340259346738
16,2,4,10.0,4.370550632476807,0.2640174757591762,0.035673993347252395
16,2,7,10.0,8.08740520477295,0.06685268754661965,0.035673993347252395
16,2,6,10.0,8.331061363220215,0.06397819858293481,0.035673993347252395
16,3,2,2.005591869354248,1.509210228919983,0.6061868789292614,0.51340259346738
16,3,7,10.0,2.38980770111084,0.43745698331023314,0.035673993347252395
16,4,16,10.0,7.847659587860107,0.08318458512025312,0.035673993347252395
16,4,2,10.0,4.370550632476807,0.2640174757591762,0.035673993347252395
16,4,7,10.0,7.898892879486084,0.07151958117334431,0.035673993347252395
16,5,16,10.0,9.706367492675781,0.039156409958364384,0.035673993347252395
16,5,2,10.0,8.622027397155762,0.05708796011343577,0.035673993347252395
16,6,16,10.0,9.950152397155762,0.036296244776826615,0.035673993347252395
16,6,2,10.0,8.331061363220215,0.06397819858293481,0.035673993347252395
16,7,3,10.0,2.38980770111084,0.43745698331023314,0.035673993347252395
16,7,2,10.0,8.08740520477295,0.06685268754661965,0.035673993347252395
16,7,4,10.0,7.898892879486084,0.07151958117334431,0.035673993347252395
16,11,16,10.0,7.54588508605957,0.09172947111530531,0.035673993347252395
16,16,11,10.0,7.54588508605957,0.09172947111530531,0.035673993347252395
16,16,5,10.0,9.706367492675781,0.039156409958364384,0.035673993347252395
16,16,2,10.0,8.945484161376953,0.05167261312541586,0.035673993347252395
16,16,4,10.0,7.847659587860107,0.08318458512025312,0.035673993347252395
16,16,6,10.0,9.950152397155762,0.036296244776826615,0.035673993347252395
17,2,16,10.0,8.951414108276367,0.05167261312541586,0.035673993347252395
17,2,5,10.0,8.634881019592285,0.05793892829080732,0.035673993347252395
17,2,3,2.00008487701416,1.5017008781433105,0.6029568273092416,0.5094106229750579
17,2,13,10.0,8.6851806640625,0.05730578495550566,0.035673993347252395
17,2,4,10.0,4.370750427246094,0.2733292375432035,0.035673993347252395
17,2,6,10.0,8.341808319091797,0.06397819858293481,0.035673993347252395
17,2,7,10.0,8.115791320800781,0.06612615156936597,0.035673993347252395
17,3,2,2.00008487701416,1.5017008781433105,0.6029568273092416,0.5094106229750579
17,3,7,10.0,2.4803307056427,0.42173251846568055,0.035673993347252395
17,4,16,10.0,7.83886194229126,0.08318458512025312,0.035673993347252395
17,4,2,10.0,4.370750427246094,0.2733292375432035,0.035673993347252395
17,4,7,10.0,7.913352012634277,0.07111962738147327,0.035673993347252395
17,5,16,10.0,9.720573425292969,0.036864440547563104,0.035673993347252395
17,5,2,10.0,8.634881019592285,0.05793892829080732,0.035673993347252395
17,6,16,10.0,9.950288772583008,0.036296244776826615,0.035673993347252395
17,6,2,10.0,8.341808319091797,0.06397819858293481,0.035673993347252395
17,7,3,10.0,2.4803307056427,0.42173251846568055,0.035673993347252395
17,7,2,10.0,8.115791320800781,0.06612615156936597,0.035673993347252395
17,7,4,10.0,7.913352012634277,0.07111962738147327,0.035673993347252395
17,11,16,10.0,7.16673469543457,0.03959077916230296,0.035673993347252395
17,13,16,10.0,9.998824119567871,0.035684552875293006,0.035673993347252395
17,13,2,10.0,8.6851806640625,0.05730578495550566,0.035673993347252395
17,16,11,10.0,7.16673469543457,0.03959077916230296,0.035673993347252395
17,16,5,10.0,9.720573425292969,0.036864440547563104,0.035673993347252395
17,16,2,10.0,8.951414108276367,0.05167261312541586,0.035673993347252395
17,16,13,10.0,9.998824119567871,0.035684552875293006,0.035673993347252395
17,16,4,10.0,7.83886194229126,0.08318458512025312,0.035673993347252395
17,16,6,10.0,9.950288772583008,0.036296244776826615,0.035673993347252395
18,2,5,10.0,8.64802360534668,0.059009406491160175,0.035673993347252395
18,2,4,10.0,4.370975494384766,0.2842019644847196,0.035673993347252395
18,2,6,10.0,8.35290813446045,0.06397819858293481,0.035673993347252395
18,2,3,2.0235025882720947,1.5177290439605713,0.08190750290540307,0.035673993347252395
18,2,7,10.0,8.14857292175293,0.0653306659351953,0.035673993347252395
18,3,2,2.0235025882720947,1.5177290439605713,0.08190750290540307,0.035673993347252395
18,3,7,10.0,2.5901520252227783,0.40324078915704353,0.035673993347252395
18,4,2,10.0,4.370975494384766,0.2842019644847196,0.035673993347252395
18,4,7,10.0,7.93017578125,0.07166202409462072,0.035673993347252395
18,5,2,10.0,8.64802360534668,0.059009406491160175,0.035673993347252395
18,6,2,10.0,8.35290813446045,0.06397819858293481,0.035673993347252395
18,7,4,10.0,7.93017578125,0.07166202409462072,0.035673993347252395
18,7,2,10.0,8.14857292175293,0.0653306659351953,0.035673993347252395
18,7,3,10.0,2.5901520252227783,0.40324078915704353,0.035673993347252395
19,2,13,10.0,8.699366569519043,0.05730578495550566,0.035673993347252395
19,2,5,10.0,8.660449981689453,0.059009406491160175,0.035673993347252395
19,2,6,10.0,8.363212585449219,0.06397819858293481,0.035673993347252395
19,2,4,10.0,4.369453430175781,0.2966588982912556,0.035673993347252395
19,2,3,10.0,7.506494045257568,0.08128347732745177,0.035673993347252395
19,2,7,10.0,8.184881210327148,0.06448527442033616,0.035673993347252395
19,3,2,10.0,7.506494045257568,0.08128347732745177,0.035673993347252395
19,3,7,10.0,2.7246642112731934,0.38164322423832553,0.035673993347252395
19,4,10,10.0,8.577498435974121,0.035673993347252395,0.035673993347252395
19,4,2,10.0,4.369453430175781,0.2966588982912556,0.035673993347252395
19,4,7,10.0,7.948347091674805,0.07357450607523303,0.035673993347252395
19,5,10,10.0,9.782184600830078,0.035673993347252395,0.035673993347252395
19,5,2,10.0,8.660449981689453,0.059009406491160175,0.035673993347252395
19,6,10,10.0,9.819839477539062,0.035673993347252395,0.035673993347252395
19,6,2,10.0,8.363212585449219,0.06397819858293481,0.035673993347252395
19,7,4,10.0,7.948347091674805,0.07357450607523303,0.035673993347252395
19,7,2,10.0,8.184881210327148,0.06448527442033616,0.035673993347252395
19,7,3,10.0,2.7246642112731934,0.38164322423832553,0.035673993347252395
19,10,13,10.0,9.833386421203613,0.035673993347252395,0.035673993347252395
19,10,5,10.0,9.782184600830078,0.035673993347252395,0.035673993347252395
19,10,6,10.0,9.819839477539062,0.035673993347252395,0.035673993347252395
19,10,4,10.0,8.577498435974121,0.035673993347252395,0.035673993347252395
19,13,10,10.0,9.833386421203613,0.035673993347252395,0.035673993347252395
19,13,2,10.0,8.699366569519043,0.05730578495550566,0.035673993347252395
20,2,6,10.0,8.37153148651123,0.06397819858293481,0.035673993347252395
20,2,13,10.0,8.704292297363281,0.05730578495550566,0.035673993347252395
20,2,5,10.0,8.671161651611328,0.059009406491160175,0.035673993347252395
20,2,4,10.0,4.364357948303223,0.3106845034536416,0.035673993347252395
20,2,3,10.0,7.52943754196167,0.08017726970188237,0.035673993347252395
20,2,7,10.0,8.223955154418945,0.06360452353886867,0.035673993347252395
20,3,2,10.0,7.52943754196167,0.08017726970188237,0.035673993347252395
20,3,7,10.0,2.8898072242736816,0.3568237323467805,0.035673993347252395
20,4,2,10.0,4.364357948303223,0.3106845034536416,0.035673993347252395
20,4,7,10.0,7.966943264007568,0.07357450607523303,0.035673993347252395
20,5,2,10.0,8.671161651611328,0.059009406491160175,0.035673993347252395
20,6,2,10.0,8.37153148651123,0.06397819858293481,0.035673993347252395
20,7,4,10.0,7.966943264007568,0.07357450607523303,0.035673993347252395
20,7,2,10.0,8.223955154418945,0.06360452353886867,0.035673993347252395
