frame,source_track,target_track,ttc_std,ttc_mod,pair_risk_mod,pair_risk_std,is_critical_0.3,is_critical_0.5,is_critical_0.7
14,2,3,2.050290108,1.551674962,0.606186879,0.513402593,1,1,0
14,2,7,10,8.048021317,0.068006565,0.035673993,0,0,0
14,3,2,2.050290108,1.551674962,0.606186879,0.513402593,1,1,0
14,3,7,10,2.248926401,0.462406325,0.035673993,1,0,0
14,4,16,10,7.865110397,0.073317645,0.035673993,0,0,0
14,4,2,10,4.377310276,0.249798219,0.035673993,0,0,0
14,4,7,10,7.880892277,0.072132687,0.035673993,0,0,0
14,5,16,10,9.682963371,0.039342267,0.035673993,0,0,0
14,5,2,10,8.601979256,0.056686984,0.035673993,0,0,0
14,6,16,10,9.950160027,0.0362717,0.035673993,0,0,0
14,6,2,10,8.316263199,0.062410577,0.035673993,0,0,0
14,7,4,10,7.880892277,0.072132687,0.035673993,0,0,0
14,7,2,10,8.048021317,0.068006565,0.035673993,0,0,0
14,7,3,10,2.248926401,0.462406325,0.035673993,1,0,0
14,11,16,10,8.737709045,0.091729471,0.035673993,0,0,0
14,16,5,10,9.682963371,0.039342267,0.035673993,0,0,0
14,16,11,10,8.737709045,0.091729471,0.035673993,0,0,0
14,16,4,10,7.865110397,0.073317645,0.035673993,0,0,0
14,16,6,10,9.950160027,0.0362717,0.035673993,0,0,0
14,16,2,10,8.937654495,0.050700067,0.035673993,0,0,0
15,2,5,10,8.610631943,0.056472068,0.035673993,0,0,0
15,2,3,2.024595261,1.527824759,0.606186879,0.513402593,1,1,0
15,2,7,10,8.064453125,0.067488252,0.035673993,0,0,0
15,2,4,10,4.372135162,0.256207176,0.035673993,0,0,0
15,2,6,10,8.322061539,0.063071984,0.035673993,0,0,0
15,3,2,2.024595261,1.527824759,0.606186879,0.513402593,1,1,0
15,3,7,10,2.313933849,0.450858125,0.035673993,1,0,0
15,4,2,10,4.372135162,0.256207176,0.035673993,0,0,0
15,4,7,10,7.88774395,0.071865117,0.035673993,0,0,0
15,5,2,10,8.610631943,0.056472068,0.035673993,0,0,0
15,6,2,10,8.322061539,0.063071984,0.035673993,0,0,0
15,7,3,10,2.313933849,0.450858125,0.035673993,1,0,0
15,7,2,10,8.064453125,0.067488252,0.035673993,0,0,0
15,7,4,10,7.88774395,0.071865117,0.035673993,0,0,0
16,2,16,10,8.945484161,0.051672613,0.035673993,0,0,0
16,2,5,10,8.622027397,0.05708796,0.035673993,0,0,0
16,2,3,2.005591869,1.509210229,0.606186879,0.513402593,1,1,0
16,2,4,10,4.370550632,0.264017476,0.035673993,0,0,0
16,2,7,10,8.087405205,0.066852688,0.035673993,0,0,0
16,2,6,10,8.331061363,0.063978199,0.035673993,0,0,0
16,3,2,2.005591869,1.509210229,0.606186879,0.513402593,1,1,0
16,3,7,10,2.389807701,0.437456983,0.035673993,1,0,0
16,4,16,10,7.847659588,0.083184585,0.035673993,0,0,0
16,4,2,10,4.370550632,0.264017476,0.035673993,0,0,0
16,4,7,10,7.898892879,0.071519581,0.035673993,0,0,0
16,5,16,10,9.706367493,0.03915641,0.035673993,0,0,0
16,5,2,10,8.622027397,0.05708796,0.035673993,0,0,0
16,6,16,10,9.950152397,0.036296245,0.035673993,0,0,0
16,6,2,10,8.331061363,0.063978199,0.035673993,0,0,0
16,7,3,10,2.389807701,0.437456983,0.035673993,1,0,0
16,7,2,10,8.087405205,0.066852688,0.035673993,0,0,0
16,7,4,10,7.898892879,0.071519581,0.035673993,0,0,0
16,11,16,10,7.545885086,0.091729471,0.035673993,0,0,0
16,16,11,10,7.545885086,0.091729471,0.035673993,0,0,0
16,16,5,10,9.706367493,0.03915641,0.035673993,0,0,0
16,16,2,10,8.945484161,0.051672613,0.035673993,0,0,0
16,16,4,10,7.847659588,0.083184585,0.035673993,0,0,0
16,16,6,10,9.950152397,0.036296245,0.035673993,0,0,0
17,2,16,10,8.951414108,0.051672613,0.035673993,0,0,0
17,2,5,10,8.63488102,0.057938928,0.035673993,0,0,0
17,2,3,2.000084877,1.501700878,0.602956827,0.509410623,1,1,0
17,2,13,10,8.685180664,0.057305785,0.035673993,0,0,0
17,2,4,10,4.370750427,0.273329238,0.035673993,0,0,0
17,2,6,10,8.341808319,0.063978199,0.035673993,0,0,0
17,2,7,10,8.115791321,0.066126152,0.035673993,0,0,0
17,3,2,2.000084877,1.501700878,0.602956827,0.509410623,1,1,0
17,3,7,10,2.480330706,0.421732518,0.035673993,1,0,0
17,4,16,10,7.838861942,0.083184585,0.035673993,0,0,0
17,4,2,10,4.370750427,0.273329238,0.035673993,0,0,0
17,4,7,10,7.913352013,0.071119627,0.035673993,0,0,0
17,5,16,10,9.720573425,0.036864441,0.035673993,0,0,0
17,5,2,10,8.63488102,0.057938928,0.035673993,0,0,0
17,6,16,10,9.950288773,0.036296245,0.035673993,0,0,0
17,6,2,10,8.341808319,0.063978199,0.035673993,0,0,0
17,7,3,10,2.480330706,0.421732518,0.035673993,1,0,0
17,7,2,10,8.115791321,0.066126152,0.035673993,0,0,0
17,7,4,10,7.913352013,0.071119627,0.035673993,0,0,0
17,11,16,10,7.166734695,0.039590779,0.035673993,0,0,0
17,13,16,10,9.99882412,0.035684553,0.035673993,0,0,0
17,13,2,10,8.685180664,0.057305785,0.035673993,0,0,0
17,16,11,10,7.166734695,0.039590779,0.035673993,0,0,0
17,16,5,10,9.720573425,0.036864441,0.035673993,0,0,0
17,16,2,10,8.951414108,0.051672613,0.035673993,0,0,0
17,16,13,10,9.99882412,0.035684553,0.035673993,0,0,0
17,16,4,10,7.838861942,0.083184585,0.035673993,0,0,0
17,16,6,10,9.950288773,0.036296245,0.035673993,0,0,0
18,2,5,10,8.648023605,0.059009406,0.035673993,0,0,0
18,2,4,10,4.370975494,0.284201964,0.035673993,0,0,0
18,2,6,10,8.352908134,0.063978199,0.035673993,0,0,0
18,2,3,2.023502588,1.517729044,0.081907503,0.035673993,0,0,0
18,2,7,10,8.148572922,0.065330666,0.035673993,0,0,0
18,3,2,2.023502588,1.517729044,0.081907503,0.035673993,0,0,0
18,3,7,10,2.590152025,0.403240789,0.035673993,1,0,0
18,4,2,10,4.370975494,0.284201964,0.035673993,0,0,0
18,4,7,10,7.930175781,0.071662024,0.035673993,0,0,0
18,5,2,10,8.648023605,0.059009406,0.035673993,0,0,0
18,6,2,10,8.352908134,0.063978199,0.035673993,0,0,0
18,7,4,10,7.930175781,0.071662024,0.035673993,0,0,0
18,7,2,10,8.148572922,0.065330666,0.035673993,0,0,0
18,7,3,10,2.590152025,0.403240789,0.035673993,1,0,0
19,2,13,10,8.69936657,0.057305785,0.035673993,0,0,0
19,2,5,10,8.660449982,0.059009406,0.035673993,0,0,0
19,2,6,10,8.363212585,0.063978199,0.035673993,0,0,0
19,2,4,10,4.36945343,0.296658898,0.035673993,0,0,0
19,2,3,10,7.506494045,0.081283477,0.035673993,0,0,0
19,2,7,10,8.18488121,0.064485274,0.035673993,0,0,0
19,3,2,10,7.506494045,0.081283477,0.035673993,0,0,0
19,3,7,10,2.724664211,0.381643224,0.035673993,1,0,0
19,4,10,10,8.577498436,0.035673993,0.035673993,0,0,0
19,4,2,10,4.36945343,0.296658898,0.035673993,0,0,0
19,4,7,10,7.948347092,0.073574506,0.035673993,0,0,0
19,5,10,10,9.782184601,0.035673993,0.035673993,0,0,0
19,5,2,10,8.660449982,0.059009406,0.035673993,0,0,0
19,6,10,10,9.819839478,0.035673993,0.035673993,0,0,0
19,6,2,10,8.363212585,0.063978199,0.035673993,0,0,0
19,7,4,10,7.948347092,0.073574506,0.035673993,0,0,0
19,7,2,10,8.18488121,0.064485274,0.035673993,0,0,0
19,7,3,10,2.724664211,0.381643224,0.035673993,1,0,0
19,10,13,10,9.833386421,0.035673993,0.035673993,0,0,0
19,10,5,10,9.782184601,0.035673993,0.035673993,0,0,0
19,10,6,10,9.819839478,0.035673993,0.035673993,0,0,0
19,10,4,10,8.577498436,0.035673993,0.035673993,0,0,0
19,13,10,10,9.833386421,0.035673993,0.035673993,0,0,0
19,13,2,10,8.69936657,0.057305785,0.035673993,0,0,0
20,2,6,10,8.371531487,0.063978199,0.035673993,0,0,0
20,2,13,10,8.704292297,0.057305785,0.035673993,0,0,0
20,2,5,10,8.671161652,0.059009406,0.035673993,0,0,0
20,2,4,10,4.364357948,0.310684503,0.035673993,1,0,0
20,2,3,10,7.529437542,0.08017727,0.035673993,0,0,0
20,2,7,10,8.223955154,0.063604524,0.035673993,0,0,0
20,3,2,10,7.529437542,0.08017727,0.035673993,0,0,0
20,3,7,10,2.889807224,0.356823732,0.035673993,1,0,0
20,4,2,10,4.364357948,0.310684503,0.035673993,1,0,0
20,4,7,10,7.966943264,0.073574506,0.035673993,0,0,0
20,5,2,10,8.671161652,0.059009406,0.035673993,0,0,0
20,6,2,10,8.371531487,0.063978199,0.035673993,0,0,0
20,7,4,10,7.966943264,0.073574506,0.035673993,0,0,0
20,7,2,10,8.223955154,0.063604524,0.035673993,0,0,0
20,7,3,10,2.889807224,0.356823732,0.035673993,1,0,0
20,13,2,10,8.704292297,0.057305785,0.035673993,0,0,0
21,2,5,10,8.679286003,0.059009406,0.035673993,0,0,0
21,2,13,10,8.706609726,0.057305785,0.035673993,0,0,0
21,2,4,10,4.353887558,0.326223412,0.035673993,1,0,0
21,2,6,10,8.376880646,0.072707675,0.035673993,0,0,0
21,2,3,10,7.570545673,0.078642137,0.035673993,0,0,0
21,2,7,10,8.265212059,0.062699337,0.035673993,0,0,0
21,3,2,10,7.570545673,0.078642137,0.035673993,0,0,0
21,3,7,10,3.091540098,0.328900872,0.035673993,1,0,0
21,4,2,10,4.353887558,0.326223412,0.035673993,1,0,0
21,4,7,10,7.984993458,0.07945328,0.035673993,0,0,0
21,5,2,10,8.679286003,0.059009406,0.035673993,0,0,0
21,6,2,10,8.376880646,0.072707675,0.035673993,0,0,0
21,7,4,10,7.984993458,0.07945328,0.035673993,0,0,0
21,7,2,10,8.265212059,0.062699337,0.035673993,0,0,0
21,7,3,10,3.091540098,0.328900872,0.035673993,1,0,0
21,13,2,10,8.706609726,0.057305785,0.035673993,0,0,0
22,2,5,10,8.683904648,0.059009406,0.035673993,0,0,0
22,2,3,10,7.6285429,0.076796819,0.035673993,0,0,0
22,2,13,10,8.705408096,0.057305785,0.035673993,0,0,0
22,2,7,10,8.308213234,0.062715304,0.035673993,0,0,0
22,2,6,10,8.37816143,0.075535542,0.035673993,0,0,0
22,2,4,10,4.336218834,0.343179966,0.035673993,1,0,0
22,3,7,10,3.335996628,0.298307677,0.035673993,0,0,0
22,3,2,10,7.6285429,0.076796819,0.035673993,0,0,0
22,4,7,10,8.001682281,0.083024689,0.035673993,0,0,0
22,4,2,10,4.336218834,0.343179966,0.035673993,1,0,0
22,5,2,10,8.683904648,0.059009406,0.035673993,0,0,0
22,6,2,10,8.37816143,0.075535542,0.035673993,0,0,0
22,7,3,10,3.335996628,0.298307677,0.035673993,0,0,0
22,7,4,10,8.001682281,0.083024689,0.035673993,0,0,0
22,7,2,10,8.308213234,0.062715304,0.035673993,0,0,0
22,13,2,10,8.705408096,0.057305785,0.035673993,0,0,0
23,2,5,10,8.684168816,0.059009406,0.035673993,0,0,0
23,2,3,10,7.699776173,0.074789545,0.035673993,0,0,0
23,2,7,10,8.352490425,0.062715304,0.035673993,0,0,0
23,2,6,10,8.374443054,0.078828342,0.035673993,0,0,0
23,2,13,10,8.699878693,0.069464767,0.035673993,0,0,0
23,2,4,10,4.309642315,0.361437572,0.035673993,1,0,0
23,2,21,10,7.88780117,0.075155215,0.035673993,0,0,0
23,3,7,10,3.628889561,0.265684973,0.035673993,0,0,0
23,3,21,10,8.93555069,0.049051884,0.035673993,0,0,0
23,3,2,10,7.699776173,0.074789545,0.035673993,0,0,0
23,4,7,10,8.016010284,0.083024689,0.035673993,0,0,0
23,4,21,10,6.093316078,0.134304338,0.035673993,0,0,0
23,4,2,10,4.309642315,0.361437572,0.035673993,1,0,0
23,5,21,10,9.953591347,0.036164073,0.035673993,0,0,0
